,createdAt,merchant,category,amount
1559,2023-10-09 15:57:51,Apple Store,Electronics,204.56
1196,2023-10-09 17:58:21,Apple Store,Shopping,43.31
5319,2023-10-09 19:33:56,Walmart,Utilities,324.9
7607,2023-10-10 16:56:05,Netflix,Entertainment,49.29
257,2023-10-11 09:18:40,Airbnb,Travel,265.52
8806,2023-10-11 09:54:00,Netflix,Entertainment,84.46
4147,2023-10-11 10:26:15,Apple Store,Shopping,14.79
2583,2023-10-11 11:54:09,Walmart,Utilities,499.93
6482,2023-10-11 12:04:22,Apple Store,Shopping,103.07
7138,2023-10-11 13:48:33,Apple Store,Shopping,94.79
4844,2023-10-11 15:10:22,Starbucks,Health,147.69
4333,2023-10-11 21:12:53,Starbucks,Dining,334.86
2676,2023-10-11 21:40:39,Amazon,Entertainment,235.69
6717,2023-10-12 01:06:00,Apple Store,Electronics,250.44
2230,2023-10-12 03:29:31,Uber,Transportation,62.14
56,2023-10-12 05:02:44,Apple Store,Shopping,238.65
6502,2023-10-12 06:07:51,Best Buy,Shopping,339.43
5354,2023-10-13 03:18:48,Starbucks,Dining,282.49
2508,2023-10-13 06:40:09,Netflix,Entertainment,42.65
7168,2023-10-13 12:18:47,Walmart,Shopping,310.09
5290,2023-10-13 17:48:14,Walmart,Shopping,173.3
5735,2023-10-13 17:49:05,Netflix,Entertainment,81.45
7063,2023-10-13 23:31:35,Netflix,Entertainment,99.2
5759,2023-10-14 05:01:54,Netflix,Entertainment,447.83
8771,2023-10-14 08:32:56,Spotify,Entertainment,51.05
1492,2023-10-14 11:59:48,Netflix,Entertainment,222.19
5525,2023-10-14 18:35:23,Uber,Transportation,274.32
2829,2023-10-15 05:15:24,Uber,Travel,172.06
4699,2023-10-15 11:20:13,Amazon,Shopping,412.64
2030,2023-10-15 16:59:39,Starbucks,Dining,157.46
9807,2023-10-15 18:25:31,Uber,Travel,472.07
6589,2023-10-16 11:46:26,Netflix,Entertainment,172.69
6104,2023-10-16 11:49:58,Walmart,Utilities,13.83
9141,2023-10-16 15:39:02,Starbucks,Health,197.72
5355,2023-10-16 22:39:02,Spotify,Entertainment,290.32
6316,2023-10-17 03:41:02,Best Buy,Shopping,310.55
2987,2023-10-17 11:15:21,Amazon,Travel,83.04
4267,2023-10-17 12:10:19,Amazon,Entertainment,483.55
1696,2023-10-17 17:09:24,Target,Health,463.99
3183,2023-10-17 22:32:47,Apple Store,Shopping,108.42
7481,2023-10-18 02:26:56,Target,Groceries,62.17
6021,2023-10-18 07:16:19,Apple Store,Electronics,276.26
7462,2023-10-18 16:01:55,Apple Store,Electronics,132.65
2217,2023-10-18 17:43:19,Target,Shopping,213.97
341,2023-10-19 04:25:00,Walmart,Utilities,492.94
1509,2023-10-19 12:23:55,Starbucks,Health,152.73
7493,2023-10-19 16:52:07,Target,Groceries,70.87
753,2023-10-19 18:57:42,Best Buy,Electronics,292.36
4840,2023-10-20 04:17:54,Starbucks,Dining,441.02
5928,2023-10-20 05:31:54,Airbnb,Travel,398.7
5452,2023-10-20 08:26:27,Best Buy,Electronics,303.69
8763,2023-10-20 12:21:36,Uber,Transportation,218.22
7029,2023-10-20 16:33:53,Apple Store,Shopping,435.35
8164,2023-10-20 17:05:31,Walmart,Shopping,306.57
923,2023-10-20 18:31:04,Spotify,Entertainment,216.32
5399,2023-10-20 22:13:51,Airbnb,Travel,414.74
7071,2023-10-21 01:52:45,Netflix,Entertainment,249.23
1208,2023-10-21 09:57:18,Starbucks,Health,225.92
4658,2023-10-21 09:57:59,Target,Health,48.86
9472,2023-10-21 18:16:30,Walmart,Shopping,391.22
122,2023-10-21 22:20:21,Netflix,Entertainment,380.06
4797,2023-10-21 22:26:10,Uber,Transportation,128.12
3075,2023-10-22 04:03:30,Starbucks,Dining,240.85
6697,2023-10-22 04:30:34,Starbucks,Dining,216.21
5962,2023-10-22 12:57:31,Apple Store,Shopping,361.66
4247,2023-10-22 14:27:47,Starbucks,Health,445.08
8829,2023-10-22 18:06:36,Target,Groceries,315.88
1504,2023-10-22 18:55:41,Spotify,Entertainment,400.8
1684,2023-10-23 00:36:37,Walmart,Groceries,35.09
2969,2023-10-23 05:26:44,Airbnb,Travel,444.11
3563,2023-10-23 05:35:51,Spotify,Entertainment,312.22
5891,2023-10-23 05:47:33,Target,Shopping,119.63
3064,2023-10-23 11:11:36,Target,Health,443.78
9382,2023-10-23 22:23:44,Starbucks,Dining,411.94
8173,2023-10-24 03:13:26,Apple Store,Shopping,312.53
1406,2023-10-24 04:03:25,Amazon,Shopping,453.83
2836,2023-10-24 06:10:25,Spotify,Entertainment,137.71
3261,2023-10-24 13:58:42,Amazon,Shopping,467.02
4872,2023-10-24 14:20:35,Spotify,Entertainment,133.96
9619,2023-10-24 20:03:27,Starbucks,Health,88.22
4391,2023-10-24 20:04:47,Walmart,Groceries,354.47
9297,2023-10-24 23:37:20,Amazon,Entertainment,220.13
9530,2023-10-25 10:58:20,Target,Groceries,293.17
2052,2023-10-25 13:00:44,Starbucks,Dining,220.79
6024,2023-10-25 15:49:11,Spotify,Entertainment,5.25
2055,2023-10-25 22:09:46,Walmart,Utilities,140.18
8242,2023-10-25 23:09:12,Starbucks,Dining,233.52
6238,2023-10-26 00:29:16,Walmart,Utilities,272.03
7656,2023-10-26 09:28:36,Target,Shopping,237.09
9019,2023-10-26 12:20:25,Best Buy,Shopping,269.49
6803,2023-10-26 19:12:49,Apple Store,Shopping,269.19
3348,2023-10-26 19:29:33,Uber,Transportation,410.5
452,2023-10-26 21:21:40,Airbnb,Travel,145.55
8546,2023-10-27 06:22:14,Target,Shopping,77.05
7631,2023-10-27 10:25:23,Spotify,Entertainment,103.18
1087,2023-10-27 14:07:14,Walmart,Groceries,480.42
2705,2023-10-27 15:51:22,Starbucks,Health,292.48
658,2023-10-27 16:53:42,Walmart,Shopping,264.01
8129,2023-10-27 18:20:35,Walmart,Utilities,108.53
7061,2023-10-27 21:52:55,Netflix,Entertainment,428.08
6563,2023-10-28 09:04:45,Uber,Transportation,224.58
8752,2023-10-28 12:38:39,Amazon,Shopping,117.24
7778,2023-10-28 14:47:12,Spotify,Entertainment,45.93
2554,2023-10-28 19:08:00,Best Buy,Electronics,358.51
4198,2023-10-28 21:17:54,Uber,Transportation,274.61
2221,2023-10-28 23:11:16,Apple Store,Shopping,42.3
4820,2023-10-29 01:25:36,Netflix,Entertainment,109.81
9394,2023-10-29 10:08:00,Airbnb,Travel,17.07
8005,2023-10-29 10:26:32,Amazon,Shopping,387.6
5946,2023-10-29 19:55:47,Apple Store,Electronics,297.62
5391,2023-10-29 22:17:09,Starbucks,Health,301.12
2377,2023-10-30 00:33:14,Spotify,Entertainment,188.06
3203,2023-10-30 01:17:25,Netflix,Entertainment,203.95
1963,2023-10-30 07:46:19,Uber,Transportation,125.93
7085,2023-10-30 10:38:48,Netflix,Entertainment,133.65
1232,2023-10-30 11:54:24,Apple Store,Electronics,64.2
6881,2023-10-30 12:43:59,Apple Store,Shopping,184.96
735,2023-10-30 15:47:54,Spotify,Entertainment,427.75
620,2023-10-30 15:53:11,Spotify,Entertainment,400.12
318,2023-10-30 19:19:09,Starbucks,Health,366.54
8315,2023-10-30 19:23:42,Apple Store,Shopping,169.52
5709,2023-10-30 20:00:25,Uber,Transportation,454.42
9257,2023-10-31 00:35:50,Target,Groceries,398.89
6230,2023-10-31 04:30:52,Target,Groceries,292.6
438,2023-10-31 06:04:50,Starbucks,Dining,432.24
3351,2023-10-31 15:35:32,Netflix,Entertainment,123.62
4848,2023-10-31 22:31:25,Walmart,Shopping,396.63
2324,2023-11-01 09:51:01,Best Buy,Shopping,88.42
8037,2023-11-01 10:11:30,Uber,Travel,214.87
6630,2023-11-01 10:55:16,Target,Health,279.4
3458,2023-11-01 13:51:13,Apple Store,Electronics,416.72
7372,2023-11-01 22:22:08,Walmart,Groceries,126.76
2915,2023-11-02 02:15:18,Apple Store,Shopping,418.47
407,2023-11-02 03:43:26,Target,Health,8.41
1695,2023-11-02 08:59:04,Walmart,Groceries,9.64
8868,2023-11-02 09:17:33,Apple Store,Shopping,371.54
5510,2023-11-02 09:35:49,Target,Groceries,97.7
5738,2023-11-02 10:14:16,Starbucks,Health,333.24
7250,2023-11-02 10:45:04,Airbnb,Travel,148.86
6237,2023-11-03 03:13:44,Uber,Travel,293.7
1637,2023-11-03 04:51:02,Uber,Travel,210.01
3948,2023-11-03 08:48:31,Best Buy,Shopping,170.34
4206,2023-11-03 11:27:02,Target,Health,138.01
1752,2023-11-03 23:35:31,Netflix,Entertainment,230.9
8605,2023-11-03 23:44:58,Best Buy,Shopping,29.15
9443,2023-11-04 02:18:55,Spotify,Entertainment,5.08
2410,2023-11-04 06:34:10,Uber,Transportation,303.42
4953,2023-11-04 11:08:16,Apple Store,Electronics,143.44
4774,2023-11-04 13:27:46,Starbucks,Dining,220.23
104,2023-11-04 17:33:34,Target,Health,322.19
9061,2023-11-05 08:28:20,Starbucks,Dining,486.49
6782,2023-11-05 08:50:18,Netflix,Entertainment,332.01
4526,2023-11-05 13:12:01,Target,Groceries,353.84
179,2023-11-05 19:17:11,Netflix,Entertainment,199.36
6245,2023-11-05 23:06:06,Airbnb,Travel,293.58
3343,2023-11-06 04:22:58,Uber,Transportation,399.97
5624,2023-11-06 05:21:59,Target,Groceries,282.58
545,2023-11-06 06:08:47,Target,Groceries,81.8
329,2023-11-06 06:33:10,Airbnb,Travel,64.01
8057,2023-11-06 09:04:54,Best Buy,Electronics,384.55
4309,2023-11-06 11:18:08,Best Buy,Electronics,312.01
7184,2023-11-06 13:35:25,Uber,Transportation,239.99
6822,2023-11-07 05:02:09,Target,Shopping,268.98
1941,2023-11-07 07:58:04,Netflix,Entertainment,164.84
6969,2023-11-07 12:59:26,Starbucks,Dining,103.25
9744,2023-11-07 15:50:20,Amazon,Shopping,492.25
2838,2023-11-07 17:56:37,Apple Store,Shopping,458.51
3785,2023-11-07 18:19:12,Walmart,Shopping,141.36
2411,2023-11-07 23:52:34,Apple Store,Electronics,323.05
6939,2023-11-08 09:31:54,Uber,Travel,471.96
818,2023-11-08 14:40:43,Uber,Travel,162.69
9711,2023-11-08 17:00:50,Netflix,Entertainment,278.79
2191,2023-11-08 21:32:26,Starbucks,Dining,218.08
5889,2023-11-09 04:22:18,Target,Shopping,60.36
2978,2023-11-09 06:54:01,Uber,Travel,271.26
2761,2023-11-09 18:36:13,Walmart,Groceries,367.52
1056,2023-11-09 23:20:15,Airbnb,Travel,268.05
9584,2023-11-10 04:22:44,Spotify,Entertainment,276.52
7235,2023-11-10 05:09:44,Apple Store,Electronics,284.64
8360,2023-11-10 07:08:03,Target,Health,351.91
6838,2023-11-10 08:28:15,Spotify,Entertainment,270.57
7752,2023-11-10 10:18:05,Starbucks,Dining,242.7
4527,2023-11-10 10:26:30,Spotify,Entertainment,36.26
7129,2023-11-10 11:08:52,Starbucks,Health,493.02
3999,2023-11-10 11:37:52,Starbucks,Health,458.83
4470,2023-11-10 18:23:47,Starbucks,Dining,221.95
826,2023-11-10 21:56:19,Walmart,Utilities,447.72
977,2023-11-11 01:12:04,Walmart,Utilities,425.32
2031,2023-11-11 08:40:40,Netflix,Entertainment,40.6
9698,2023-11-11 09:09:30,Apple Store,Shopping,361.05
5803,2023-11-11 14:24:21,Netflix,Entertainment,330.79
376,2023-11-11 15:02:56,Best Buy,Electronics,375.63
7167,2023-11-11 17:40:23,Starbucks,Dining,162.98
9850,2023-11-11 18:16:35,Uber,Travel,17.09
2077,2023-11-11 21:02:49,Spotify,Entertainment,134.4
5570,2023-11-12 17:52:39,Starbucks,Health,296.39
6852,2023-11-12 23:29:11,Airbnb,Travel,32.1
6149,2023-11-13 07:56:24,Walmart,Groceries,168.21
5711,2023-11-13 08:41:27,Amazon,Travel,317.43
6610,2023-11-13 18:00:02,Amazon,Shopping,7.83
7179,2023-11-14 00:16:30,Uber,Travel,22.34
726,2023-11-14 02:35:19,Walmart,Groceries,145.72
7226,2023-11-14 04:35:47,Walmart,Shopping,195.97
2129,2023-11-14 08:08:48,Starbucks,Health,425.9
7147,2023-11-14 13:10:34,Apple Store,Electronics,14.41
9900,2023-11-14 20:11:52,Starbucks,Dining,260.33
1741,2023-11-14 23:09:18,Netflix,Entertainment,351.92
1481,2023-11-15 01:27:11,Netflix,Entertainment,166.31
2712,2023-11-15 06:08:21,Apple Store,Shopping,397.25
4511,2023-11-15 14:49:51,Target,Groceries,100.77
6607,2023-11-15 17:45:43,Apple Store,Shopping,179.37
7942,2023-11-15 22:24:49,Best Buy,Electronics,327.25
9434,2023-11-16 07:55:23,Uber,Transportation,142.64
8502,2023-11-16 20:12:58,Uber,Travel,343.33
9628,2023-11-16 21:46:56,Spotify,Entertainment,234.75
4970,2023-11-16 23:41:09,Apple Store,Shopping,362.78
1918,2023-11-17 03:49:10,Netflix,Entertainment,307.57
7381,2023-11-18 01:14:31,Starbucks,Dining,196.7
8372,2023-11-18 04:31:35,Amazon,Entertainment,227.33
4364,2023-11-18 04:48:57,Apple Store,Electronics,448.37
8563,2023-11-18 09:30:00,Uber,Travel,195.87
7623,2023-11-18 12:42:05,Best Buy,Shopping,316.72
2633,2023-11-18 14:14:14,Uber,Travel,76.3
3865,2023-11-18 18:16:49,Apple Store,Shopping,220.76
5915,2023-11-19 00:23:56,Uber,Transportation,417.03
2011,2023-11-19 02:44:07,Apple Store,Electronics,474.05
6796,2023-11-19 06:15:26,Target,Health,443.52
8730,2023-11-19 11:50:26,Starbucks,Health,497.97
7724,2023-11-19 16:54:12,Amazon,Travel,170.68
5880,2023-11-19 21:24:00,Best Buy,Shopping,181.53
3315,2023-11-19 21:30:47,Amazon,Shopping,302.2
7110,2023-11-20 00:11:30,Airbnb,Travel,440.7
3815,2023-11-20 05:38:27,Spotify,Entertainment,154.42
8424,2023-11-20 08:32:09,Amazon,Shopping,382.6
6353,2023-11-20 12:35:59,Apple Store,Electronics,304.26
9612,2023-11-20 13:45:33,Best Buy,Shopping,251.52
802,2023-11-20 23:16:51,Amazon,Shopping,385.36
1037,2023-11-21 00:56:08,Apple Store,Shopping,232.44
8403,2023-11-21 01:01:30,Target,Groceries,350.44
4674,2023-11-21 02:53:22,Uber,Travel,268.55
9341,2023-11-21 15:50:45,Walmart,Shopping,310.11
400,2023-11-21 21:05:25,Uber,Travel,135.4
4642,2023-11-22 07:23:46,Target,Groceries,51.66
2454,2023-11-22 07:33:28,Spotify,Entertainment,177.3
4428,2023-11-22 09:24:27,Best Buy,Shopping,433.3
2892,2023-11-22 09:38:51,Target,Groceries,493.32
3597,2023-11-22 14:58:08,Apple Store,Electronics,108.56
7287,2023-11-22 15:27:23,Uber,Travel,491.74
3311,2023-11-22 17:43:06,Airbnb,Travel,322.1
5088,2023-11-23 14:39:14,Starbucks,Dining,414.1
3662,2023-11-23 15:14:52,Amazon,Entertainment,306.5
2751,2023-11-23 15:42:53,Airbnb,Travel,261.45
3583,2023-11-23 15:53:20,Netflix,Entertainment,482.23
9643,2023-11-23 17:19:14,Netflix,Entertainment,269.45
8145,2023-11-24 00:51:59,Target,Shopping,47.26
6408,2023-11-24 03:51:12,Amazon,Travel,248.37
3634,2023-11-24 04:19:56,Starbucks,Health,287.48
5340,2023-11-24 11:21:10,Amazon,Travel,486.8
8336,2023-11-24 11:49:31,Walmart,Utilities,250.43
7362,2023-11-24 15:48:33,Target,Health,424.54
785,2023-11-24 20:47:40,Airbnb,Travel,493.68
6043,2023-11-24 23:02:23,Walmart,Utilities,41.6
9092,2023-11-25 00:31:45,Uber,Travel,91.1
7,2023-11-25 07:00:01,Airbnb,Travel,256.18
3248,2023-11-25 13:32:45,Walmart,Groceries,104.94
8629,2023-11-25 20:12:53,Apple Store,Electronics,247.6
859,2023-11-25 22:29:05,Spotify,Entertainment,199.32
9716,2023-11-26 03:00:59,Target,Shopping,489.52
2248,2023-11-26 04:33:00,Spotify,Entertainment,244.88
7579,2023-11-26 04:46:33,Uber,Transportation,233.99
2486,2023-11-26 05:39:12,Walmart,Shopping,486.5
9306,2023-11-26 10:02:56,Netflix,Entertainment,476.9
2238,2023-11-26 10:30:18,Best Buy,Shopping,149.04
9060,2023-11-26 14:44:27,Airbnb,Travel,430.54
7100,2023-11-26 18:47:51,Spotify,Entertainment,253.34
1653,2023-11-26 19:03:17,Spotify,Entertainment,249.37
8815,2023-11-27 00:03:33,Uber,Travel,427.74
448,2023-11-27 03:43:47,Uber,Transportation,289.67
6736,2023-11-27 05:06:15,Best Buy,Shopping,138.59
2120,2023-11-27 07:30:40,Target,Health,77.82
4163,2023-11-27 11:55:32,Spotify,Entertainment,12.07
2042,2023-11-27 14:48:10,Starbucks,Health,173.85
94,2023-11-27 21:53:08,Target,Shopping,365.11
1228,2023-11-27 23:39:22,Uber,Travel,198.02
4647,2023-11-28 11:50:58,Best Buy,Electronics,477.06
9503,2023-11-28 19:27:13,Airbnb,Travel,237.96
6727,2023-11-29 00:42:38,Spotify,Entertainment,313.37
994,2023-11-29 01:08:58,Apple Store,Shopping,463.05
8423,2023-11-29 13:35:23,Uber,Transportation,192.16
5437,2023-11-29 16:38:52,Netflix,Entertainment,342.81
3392,2023-11-29 20:08:53,Best Buy,Electronics,267.77
5196,2023-11-29 22:12:26,Walmart,Shopping,186.63
6683,2023-11-29 23:30:10,Target,Health,246.47
1359,2023-11-30 01:27:06,Spotify,Entertainment,465.77
8519,2023-11-30 02:15:19,Amazon,Entertainment,32.38
2066,2023-11-30 03:02:41,Target,Shopping,402.09
6584,2023-11-30 06:16:29,Amazon,Travel,38.18
3756,2023-11-30 06:45:43,Amazon,Travel,337.8
4772,2023-11-30 07:16:30,Starbucks,Dining,87.81
5594,2023-11-30 12:54:33,Starbucks,Health,373.13
4610,2023-11-30 18:37:51,Netflix,Entertainment,327.77
4997,2023-11-30 19:13:29,Best Buy,Electronics,114.61
7557,2023-11-30 19:43:01,Amazon,Shopping,96.89
3559,2023-12-01 00:10:32,Airbnb,Travel,163.6
4893,2023-12-01 04:28:18,Amazon,Travel,485.08
4995,2023-12-01 10:07:53,Netflix,Entertainment,430.97
5309,2023-12-01 13:52:58,Uber,Travel,483.13
7555,2023-12-01 14:37:49,Spotify,Entertainment,277.55
840,2023-12-01 18:33:21,Target,Health,345.18
1292,2023-12-01 22:10:52,Spotify,Entertainment,31.46
4704,2023-12-02 05:07:26,Target,Groceries,29.22
7327,2023-12-02 07:15:21,Spotify,Entertainment,117.99
4271,2023-12-02 07:38:27,Spotify,Entertainment,219.15
5649,2023-12-02 09:15:48,Apple Store,Shopping,139.26
5912,2023-12-02 13:40:24,Starbucks,Dining,129.06
2274,2023-12-02 14:31:06,Netflix,Entertainment,308.32
442,2023-12-03 00:34:58,Starbucks,Dining,240.8
6262,2023-12-03 01:00:54,Spotify,Entertainment,379.17
5959,2023-12-03 02:35:33,Netflix,Entertainment,14.93
4519,2023-12-03 03:39:24,Netflix,Entertainment,323.34
1084,2023-12-03 22:38:50,Amazon,Entertainment,304.74
216,2023-12-03 23:31:11,Uber,Travel,469.88
1264,2023-12-04 02:34:53,Amazon,Shopping,439.47
2823,2023-12-04 13:53:55,Amazon,Travel,158.81
959,2023-12-04 14:07:39,Uber,Travel,443.81
1648,2023-12-04 14:51:36,Spotify,Entertainment,40.17
6100,2023-12-04 20:04:37,Target,Groceries,327.96
1290,2023-12-05 04:53:06,Walmart,Shopping,85.73
3169,2023-12-05 07:12:19,Starbucks,Health,259.65
6142,2023-12-05 08:33:41,Walmart,Shopping,312.08
3990,2023-12-05 11:34:17,Spotify,Entertainment,19.35
1638,2023-12-05 12:16:12,Amazon,Shopping,432.91
4473,2023-12-05 13:02:14,Starbucks,Health,372.3
2254,2023-12-05 13:05:07,Best Buy,Electronics,30.79
2602,2023-12-05 14:06:10,Starbucks,Health,473.9
9978,2023-12-05 15:10:05,Best Buy,Shopping,231.41
5850,2023-12-05 18:40:57,Best Buy,Electronics,12.68
5531,2023-12-05 18:57:24,Walmart,Shopping,335.27
5497,2023-12-05 19:01:03,Starbucks,Dining,150.89
2845,2023-12-06 01:10:37,Walmart,Groceries,430.68
6264,2023-12-06 02:25:41,Best Buy,Shopping,147.46
7242,2023-12-06 12:32:40,Amazon,Travel,260.32
3358,2023-12-06 13:56:06,Best Buy,Shopping,483.25
1935,2023-12-06 22:49:06,Airbnb,Travel,243.65
84,2023-12-07 03:12:43,Walmart,Groceries,35.81
7205,2023-12-07 05:43:10,Amazon,Shopping,58.12
7862,2023-12-07 06:55:50,Starbucks,Dining,305.1
4361,2023-12-08 07:24:01,Apple Store,Shopping,8.41
9852,2023-12-08 09:44:42,Target,Groceries,368.83
6150,2023-12-08 10:37:00,Netflix,Entertainment,80.33
4834,2023-12-08 18:00:11,Apple Store,Electronics,237.06
9374,2023-12-08 19:59:00,Apple Store,Electronics,352.27
1159,2023-12-09 08:01:51,Netflix,Entertainment,160.7
3869,2023-12-09 10:42:56,Target,Shopping,352.37
6080,2023-12-09 13:02:01,Spotify,Entertainment,79.04
5634,2023-12-09 17:46:01,Netflix,Entertainment,231.35
9095,2023-12-09 22:54:21,Uber,Travel,379.44
7704,2023-12-10 01:36:18,Airbnb,Travel,444.51
7109,2023-12-10 07:54:59,Airbnb,Travel,156.23
263,2023-12-10 17:24:44,Spotify,Entertainment,274.9
449,2023-12-10 23:07:35,Target,Health,339.79
3689,2023-12-11 03:25:20,Uber,Transportation,160.14
2242,2023-12-11 07:38:25,Airbnb,Travel,389.99
5273,2023-12-11 10:07:02,Apple Store,Shopping,344.36
9678,2023-12-11 11:09:05,Starbucks,Dining,306.01
8108,2023-12-11 12:49:32,Walmart,Shopping,140.92
7602,2023-12-11 14:01:21,Target,Health,238.67
8936,2023-12-11 16:18:26,Uber,Transportation,451.01
9222,2023-12-11 18:09:34,Uber,Travel,276.5
1740,2023-12-11 22:47:58,Spotify,Entertainment,489.75
7611,2023-12-12 00:23:53,Amazon,Travel,289.47
5208,2023-12-12 05:57:41,Amazon,Entertainment,29.34
270,2023-12-12 11:44:57,Starbucks,Health,117.14
2438,2023-12-12 12:10:59,Best Buy,Electronics,179.73
6377,2023-12-12 12:58:18,Uber,Transportation,126.45
496,2023-12-12 13:29:55,Target,Health,181.25
8383,2023-12-12 16:16:46,Best Buy,Electronics,473.42
4886,2023-12-12 17:27:56,Best Buy,Electronics,499.51
4502,2023-12-12 22:48:08,Amazon,Shopping,31.91
7480,2023-12-13 02:51:10,Amazon,Shopping,78.46
125,2023-12-13 06:00:27,Apple Store,Electronics,224.4
7177,2023-12-13 09:45:04,Uber,Transportation,445.59
3674,2023-12-13 12:28:21,Uber,Travel,107.86
3953,2023-12-13 17:42:04,Spotify,Entertainment,60.17
8721,2023-12-13 20:17:19,Apple Store,Shopping,431.89
9305,2023-12-13 21:11:38,Spotify,Entertainment,186.13
3397,2023-12-14 02:16:32,Apple Store,Electronics,250.61
8267,2023-12-14 02:26:52,Apple Store,Shopping,247.0
1233,2023-12-14 05:08:20,Uber,Transportation,17.51
8758,2023-12-14 05:31:45,Airbnb,Travel,40.57
2194,2023-12-14 09:25:11,Apple Store,Electronics,498.01
7209,2023-12-14 15:51:46,Best Buy,Shopping,393.14
2886,2023-12-14 21:35:56,Spotify,Entertainment,466.69
4707,2023-12-14 22:44:42,Apple Store,Shopping,278.76
3156,2023-12-16 00:07:58,Uber,Travel,282.65
6944,2023-12-16 00:08:28,Amazon,Shopping,416.98
655,2023-12-16 13:02:42,Airbnb,Travel,310.79
7789,2023-12-16 13:10:27,Netflix,Entertainment,10.97
2456,2023-12-16 14:23:51,Best Buy,Electronics,281.21
4618,2023-12-16 17:47:46,Apple Store,Shopping,448.72
6898,2023-12-16 22:02:56,Netflix,Entertainment,276.56
9406,2023-12-16 22:20:32,Uber,Travel,161.29
5074,2023-12-16 23:59:56,Spotify,Entertainment,398.78
9947,2023-12-17 01:41:40,Apple Store,Electronics,186.89
3517,2023-12-17 03:05:15,Airbnb,Travel,302.7
7868,2023-12-17 06:16:11,Starbucks,Health,217.63
8456,2023-12-17 06:30:47,Netflix,Entertainment,420.05
2901,2023-12-17 21:13:31,Spotify,Entertainment,199.54
2813,2023-12-18 06:53:38,Starbucks,Health,171.2
8784,2023-12-18 09:16:04,Amazon,Shopping,201.46
7880,2023-12-18 16:50:41,Best Buy,Shopping,213.42
4193,2023-12-19 02:58:51,Apple Store,Shopping,309.84
6983,2023-12-19 03:45:25,Starbucks,Health,54.37
4405,2023-12-19 15:09:13,Uber,Transportation,175.16
1370,2023-12-20 06:56:27,Airbnb,Travel,380.71
4038,2023-12-20 11:06:29,Walmart,Groceries,323.36
7596,2023-12-20 14:49:26,Walmart,Groceries,14.17
4652,2023-12-20 15:32:11,Netflix,Entertainment,462.39
3848,2023-12-21 06:32:03,Walmart,Groceries,99.47
204,2023-12-21 08:10:49,Spotify,Entertainment,287.92
719,2023-12-21 12:54:52,Walmart,Groceries,364.45
3336,2023-12-21 15:53:22,Walmart,Utilities,377.15
8178,2023-12-21 17:26:58,Target,Groceries,372.87
12,2023-12-21 21:29:14,Target,Shopping,363.59
5315,2023-12-22 03:08:51,Airbnb,Travel,291.99
3039,2023-12-22 07:59:04,Amazon,Entertainment,227.3
3140,2023-12-22 08:20:05,Uber,Transportation,466.63
9979,2023-12-22 09:09:12,Netflix,Entertainment,318.84
6361,2023-12-22 11:37:45,Spotify,Entertainment,106.58
1419,2023-12-22 11:41:13,Starbucks,Health,42.88
6968,2023-12-22 16:17:46,Starbucks,Dining,99.46
4720,2023-12-22 20:12:06,Walmart,Groceries,403.03
3659,2023-12-22 23:17:23,Target,Groceries,20.0
6978,2023-12-23 01:50:11,Airbnb,Travel,288.0
1914,2023-12-23 05:14:29,Starbucks,Health,381.76
8248,2023-12-23 10:02:32,Target,Groceries,398.6
1968,2023-12-23 10:51:30,Airbnb,Travel,366.8
52,2023-12-23 12:17:07,Amazon,Shopping,238.79
3693,2023-12-23 17:08:10,Airbnb,Travel,158.92
4279,2023-12-24 06:33:32,Target,Shopping,80.66
3487,2023-12-24 09:51:14,Netflix,Entertainment,231.38
4226,2023-12-24 17:37:02,Uber,Travel,153.39
1673,2023-12-24 18:30:00,Starbucks,Dining,5.33
4960,2023-12-24 21:43:02,Walmart,Utilities,481.49
4924,2023-12-24 23:51:00,Amazon,Travel,432.82
4052,2023-12-25 01:10:48,Airbnb,Travel,380.27
4515,2023-12-25 09:26:08,Apple Store,Electronics,449.22
41,2023-12-25 09:35:26,Starbucks,Health,232.31
6685,2023-12-25 13:39:46,Amazon,Entertainment,217.57
2495,2023-12-25 14:04:09,Starbucks,Health,482.2
6903,2023-12-25 18:15:46,Apple Store,Electronics,364.93
3863,2023-12-26 01:48:13,Amazon,Travel,475.3
3941,2023-12-26 08:46:35,Amazon,Travel,170.43
3736,2023-12-26 09:50:10,Target,Health,260.11
2685,2023-12-26 16:13:32,Target,Health,196.68
9894,2023-12-26 23:19:51,Walmart,Groceries,263.44
4763,2023-12-27 04:28:02,Best Buy,Shopping,194.59
3875,2023-12-27 05:49:22,Target,Health,281.28
2235,2023-12-27 12:20:38,Walmart,Groceries,275.31
8732,2023-12-27 14:24:57,Walmart,Shopping,173.73
8469,2023-12-27 14:47:37,Apple Store,Electronics,456.72
9580,2023-12-27 15:15:23,Spotify,Entertainment,311.32
6763,2023-12-27 22:06:08,Apple Store,Electronics,97.64
5653,2023-12-28 04:37:46,Target,Shopping,352.41
1674,2023-12-28 05:51:12,Apple Store,Shopping,449.49
5884,2023-12-28 06:40:10,Amazon,Shopping,158.65
543,2023-12-28 07:53:13,Best Buy,Shopping,289.03
8420,2023-12-28 10:41:07,Airbnb,Travel,66.94
8137,2023-12-28 15:16:02,Uber,Travel,62.8
7891,2023-12-29 02:47:54,Walmart,Shopping,250.24
